TimeGenerated	LogicalServerName_s	wait_type_s	delta_wait_time_ms_d	delta_waiting_tasks_count_d
2024-09-08 04:50:00.093	SQLN	CHECKPOINT_QUEUE	297490	61
2024-09-08 04:50:00.093	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299798	587
2024-09-08 04:50:00.093	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300039	5
2024-09-08 04:50:00.093	SQLN	ASYNC_NETWORK_IO	1808	554
2024-09-08 04:55:00.583	SQLN	LATCH_SH	142	48
2024-09-08 04:55:00.583	SQLN	XE_TIMER_EVENT	300567	108
2024-09-08 04:55:00.583	SQLN	IO_COMPLETION	13534	16515
2024-09-08 04:55:00.583	SQLN	PAGEIOLATCH_SH	191145	18139
2024-09-08 04:55:00.583	SQLN	EXECSYNC	8	48
2024-09-08 04:55:00.583	SQLN	LOGMGR_QUEUE	600473	11965
2024-09-08 04:55:00.583	SQLN	CXPACKET	1286617	819893
2024-09-08 04:55:00.583	SQLN	CXCONSUMER	255209	94049
2024-09-08 04:55:00.583	SQLN	CXROWSET_SYNC	6	96
2024-09-08 04:55:00.583	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300001	1
2024-09-08 04:55:00.583	SQLN	SLEEP_TASK	250754	890701
2024-09-08 04:55:00.583	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300424	60
2024-09-08 04:55:00.583	SQLN	SESSION_WAIT_STATS_CHILDREN	204	366
2024-09-08 04:55:00.583	SQLN	CMEMTHREAD	1	22
2024-09-08 04:55:00.583	SQLN	BROKER_TO_FLUSH	149582	146
2024-09-08 04:55:00.583	SQLN	DIRTY_PAGE_POLL	300517	2743
2024-09-08 04:55:00.583	SQLN	LATCH_EX	18131	9113
2024-09-08 04:55:00.583	SQLN	PAGELATCH_UP	6	66
2024-09-08 04:55:00.583	SQLN	WRITELOG	3484	2552
2024-09-08 04:55:00.583	SQLN	LAZYWRITER_SLEEP	598510	636
2024-09-08 04:55:00.583	SQLN	SOS_SCHEDULER_YIELD	23098	128038
2024-09-08 04:55:00.583	SQLN	PAGELATCH_SH	21	385
2024-09-08 04:55:00.583	SQLN	CHECKPOINT_QUEUE	300487	42
2024-09-08 04:55:00.583	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300873	589
2024-09-08 04:55:00.583	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300052	5
2024-09-08 04:55:00.583	SQLN	ASYNC_NETWORK_IO	465	430
2024-09-08 05:00:00.087	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	301039	75
2024-09-08 05:00:00.087	SQLN	SLEEP_BPOOL_FLUSH	81	83
2024-09-08 05:00:00.087	SQLN	FT_IFTS_SCHEDULER_IDLE_WAIT	300063	5
2024-09-08 05:00:00.087	SQLN	LATCH_SH	137	96
2024-09-08 05:00:00.087	SQLN	XE_TIMER_EVENT	299446	109
2024-09-08 05:00:00.087	SQLN	IO_COMPLETION	32290	49542
2024-09-08 05:00:00.087	SQLN	PAGEIOLATCH_SH	38690	11810
2024-09-08 05:00:00.087	SQLN	EXECSYNC	12	85
2024-09-08 05:00:00.087	SQLN	LOGMGR_QUEUE	598270	14103
2024-09-08 05:00:00.087	SQLN	CXPACKET	1470048	1224728
2024-09-08 05:00:00.087	SQLN	CXCONSUMER	525967	162386
2024-09-08 05:00:00.087	SQLN	PAGELATCH_EX	1	48
2024-09-08 05:00:00.087	SQLN	CXROWSET_SYNC	4	63
2024-09-08 05:00:00.087	SQLN	PAGEIOLATCH_UP	79	8
2024-09-08 05:00:00.087	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300014	2
2024-09-08 05:00:00.087	SQLN	SLEEP_TASK	226248	864826
2024-09-08 05:00:00.087	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	295484	59
2024-09-08 05:00:00.087	SQLN	SESSION_WAIT_STATS_CHILDREN	438	917
2024-09-08 05:00:00.087	SQLN	CMEMTHREAD	42	1867
2024-09-08 05:00:00.087	SQLN	BROKER_TO_FLUSH	150618	145
2024-09-08 05:00:00.087	SQLN	DIRTY_PAGE_POLL	299488	2736
2024-09-08 05:00:00.087	SQLN	LATCH_EX	56942	27569
2024-09-08 05:00:00.087	SQLN	PAGELATCH_UP	14	134
2024-09-08 05:00:00.087	SQLN	WRITELOG	3299	5094
2024-09-08 05:00:00.087	SQLN	LAZYWRITER_SLEEP	598751	988
2024-09-08 05:00:00.087	SQLN	SOS_SCHEDULER_YIELD	51777	138323
2024-09-08 05:00:00.087	SQLN	PAGELATCH_SH	63	394
2024-09-08 05:00:00.087	SQLN	CHECKPOINT_QUEUE	298084	61
2024-09-08 05:00:00.087	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299216	586
2024-09-08 05:00:00.087	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300046	5
2024-09-08 05:00:00.087	SQLN	ASYNC_NETWORK_IO	323	377
2024-09-08 05:05:00.543	SQLN	SLEEP_BPOOL_FLUSH	156	134
2024-09-08 05:05:00.543	SQLN	LATCH_SH	189	208
2024-09-08 05:05:00.543	SQLN	XE_TIMER_EVENT	299992	108
2024-09-08 05:05:00.543	SQLN	IO_COMPLETION	10847	34296
2024-09-08 05:05:00.543	SQLN	PAGEIOLATCH_SH	60067	30277
2024-09-08 05:05:00.543	SQLN	EXECSYNC	39	212
2024-09-08 05:05:00.543	SQLN	LOGMGR_QUEUE	600122	14913
2024-09-08 05:05:00.543	SQLN	CXPACKET	1046682	806267
2024-09-08 05:05:00.543	SQLN	CXCONSUMER	317741	142214
2024-09-08 05:05:00.543	SQLN	PAGELATCH_EX	942	1065
2024-09-08 05:05:00.543	SQLN	CXROWSET_SYNC	15	203
2024-09-08 05:05:00.543	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	299999	758
2024-09-08 05:05:00.543	SQLN	SLEEP_TASK	214663	763150
2024-09-08 05:05:00.543	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300424	60
2024-09-08 05:05:00.543	SQLN	SESSION_WAIT_STATS_CHILDREN	488	1708
2024-09-08 05:05:00.543	SQLN	LCK_M_S	4	1
2024-09-08 05:05:00.543	SQLN	CMEMTHREAD	38	1731
2024-09-08 05:05:00.543	SQLN	BROKER_TO_FLUSH	149521	146
2024-09-08 05:05:00.543	SQLN	DIRTY_PAGE_POLL	300392	2744
2024-09-08 05:05:00.543	SQLN	LATCH_EX	15738	10082
2024-09-08 05:05:00.543	SQLN	PAGELATCH_UP	57	113
2024-09-08 05:05:00.543	SQLN	WRITELOG	3500	5483
2024-09-08 05:05:00.543	SQLN	LAZYWRITER_SLEEP	597926	1398
2024-09-08 05:05:00.543	SQLN	SOS_SCHEDULER_YIELD	32333	139126
2024-09-08 05:05:00.543	SQLN	PAGELATCH_SH	360	381
2024-09-08 05:05:00.543	SQLN	CHECKPOINT_QUEUE	298197	66
2024-09-08 05:05:00.543	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300560	588
2024-09-08 05:05:00.543	SQLN	ASYNC_NETWORK_IO	564	409
2024-09-08 05:10:00.917	SQLN	SLEEP_BPOOL_FLUSH	72	89
2024-09-08 05:10:00.917	SQLN	LATCH_SH	332	167
2024-09-08 05:10:00.917	SQLN	XE_TIMER_EVENT	300722	109
2024-09-08 05:10:00.917	SQLN	IO_COMPLETION	8971	21569
2024-09-08 05:10:00.917	SQLN	PAGEIOLATCH_SH	312911	31408
2024-09-08 05:10:00.917	SQLN	EXECSYNC	22	106
2024-09-08 05:10:00.917	SQLN	LOGMGR_QUEUE	600278	10629
2024-09-08 05:10:00.917	SQLN	CXPACKET	874351	761259
2024-09-08 05:10:00.917	SQLN	CXCONSUMER	287584	110197
2024-09-08 05:10:00.917	SQLN	CXROWSET_SYNC	5	64
2024-09-08 05:10:00.917	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300012	2
2024-09-08 05:10:00.917	SQLN	SLEEP_TASK	196561	768777
2024-09-08 05:10:00.917	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300573	60
2024-09-08 05:10:00.917	SQLN	SESSION_WAIT_STATS_CHILDREN	318	1014
2024-09-08 05:10:00.917	SQLN	CMEMTHREAD	20	510
2024-09-08 05:10:00.917	SQLN	BROKER_TO_FLUSH	150493	146
2024-09-08 05:10:00.917	SQLN	DIRTY_PAGE_POLL	300433	2740
2024-09-08 05:10:00.917	SQLN	LATCH_EX	36522	15620
2024-09-08 05:10:00.917	SQLN	PAGELATCH_UP	18	69
2024-09-08 05:10:00.917	SQLN	WRITELOG	2933	2556
2024-09-08 05:10:00.917	SQLN	LAZYWRITER_SLEEP	598905	1162
2024-09-08 05:10:00.917	SQLN	SOS_SCHEDULER_YIELD	19005	117286
2024-09-08 05:10:00.917	SQLN	PAGELATCH_SH	92	385
2024-09-08 05:10:00.917	SQLN	CHECKPOINT_QUEUE	299254	47
2024-09-08 05:10:00.917	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300343	588
2024-09-08 05:10:00.917	SQLN	ASYNC_NETWORK_IO	492	473
2024-09-08 05:15:00.510	SQLN	BROKER_TASK_STOP	10009	1
2024-09-08 05:15:00.510	SQLN	LATCH_SH	333	101
2024-09-08 05:15:00.510	SQLN	XE_TIMER_EVENT	299287	107
2024-09-08 05:15:00.510	SQLN	IO_COMPLETION	32250	63046
2024-09-08 05:15:00.510	SQLN	PAGEIOLATCH_SH	124728	18982
2024-09-08 05:15:00.510	SQLN	EXECSYNC	11	96
2024-09-08 05:15:00.510	SQLN	LOGMGR_QUEUE	598721	10181
2024-09-08 05:15:00.510	SQLN	CXPACKET	1440452	2035075
2024-09-08 05:15:00.510	SQLN	CXCONSUMER	580474	204827
2024-09-08 05:15:00.510	SQLN	CXROWSET_SYNC	6	97
2024-09-08 05:15:00.510	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300013	1
2024-09-08 05:15:00.510	SQLN	SLEEP_TASK	166209	1593430
2024-09-08 05:15:00.510	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300466	60
2024-09-08 05:15:00.510	SQLN	SESSION_WAIT_STATS_CHILDREN	329	606
2024-09-08 05:15:00.510	SQLN	LCK_M_S	7	2
2024-09-08 05:15:00.510	SQLN	CMEMTHREAD	3	99
2024-09-08 05:15:00.510	SQLN	BROKER_TO_FLUSH	149396	145
2024-09-08 05:15:00.510	SQLN	PAGEIOLATCH_EX	63	21
2024-09-08 05:15:00.510	SQLN	DIRTY_PAGE_POLL	299516	2728
2024-09-08 05:15:00.510	SQLN	LATCH_EX	52802	73005
2024-09-08 05:15:00.510	SQLN	PAGELATCH_UP	14	161
2024-09-08 05:15:00.510	SQLN	WRITELOG	3183	1282
2024-09-08 05:15:00.510	SQLN	LAZYWRITER_SLEEP	597571	598
2024-09-08 05:15:00.510	SQLN	SOS_SCHEDULER_YIELD	13050	81359
2024-09-08 05:15:00.510	SQLN	PAGELATCH_SH	2	380
2024-09-08 05:15:00.510	SQLN	CHECKPOINT_QUEUE	299364	59
2024-09-08 05:15:00.510	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299707	588
2024-09-08 05:15:00.510	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300037	5
2024-09-08 05:15:00.510	SQLN	ASYNC_NETWORK_IO	539	338
2024-09-08 05:20:01.000	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	301025	75
2024-09-08 05:20:01.000	SQLN	FT_IFTS_SCHEDULER_IDLE_WAIT	300040	5
2024-09-08 05:20:01.000	SQLN	LATCH_SH	80	78
2024-09-08 05:20:01.000	SQLN	XE_TIMER_EVENT	300862	109
2024-09-08 05:20:01.000	SQLN	IO_COMPLETION	32722	49466
2024-09-08 05:20:01.000	SQLN	PAGEIOLATCH_SH	38844	8380
2024-09-08 05:20:01.000	SQLN	EXECSYNC	10	90
2024-09-08 05:20:01.000	SQLN	LOGMGR_QUEUE	600372	10896
2024-09-08 05:20:01.000	SQLN	CXPACKET	982251	1321939
2024-09-08 05:20:01.000	SQLN	CXCONSUMER	426358	115841
2024-09-08 05:20:01.000	SQLN	PAGELATCH_EX	288	200
2024-09-08 05:20:01.000	SQLN	CXROWSET_SYNC	5	73
2024-09-08 05:20:01.000	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300008	1
2024-09-08 05:20:01.000	SQLN	SLEEP_TASK	159051	774258
2024-09-08 05:20:01.000	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300388	60
2024-09-08 05:20:01.000	SQLN	SESSION_WAIT_STATS_CHILDREN	179	672
2024-09-08 05:20:01.000	SQLN	CMEMTHREAD	22	913
2024-09-08 05:20:01.000	SQLN	BROKER_TO_FLUSH	150516	146
2024-09-08 05:20:01.000	SQLN	PAGEIOLATCH_EX	56	19
2024-09-08 05:20:01.000	SQLN	DIRTY_PAGE_POLL	300486	2733
2024-09-08 05:20:01.000	SQLN	LATCH_EX	8358	5419
2024-09-08 05:20:01.000	SQLN	PAGELATCH_UP	29	132
2024-09-08 05:20:01.000	SQLN	WRITELOG	2023	2399
2024-09-08 05:20:01.000	SQLN	LAZYWRITER_SLEEP	597337	724
2024-09-08 05:20:01.000	SQLN	SOS_SCHEDULER_YIELD	15997	94411
2024-09-08 05:20:01.000	SQLN	PAGELATCH_SH	58	382
2024-09-08 05:20:01.000	SQLN	CHECKPOINT_QUEUE	300453	48
2024-09-08 05:20:01.000	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300529	588
2024-09-08 05:20:01.000	SQLN	ASYNC_NETWORK_IO	411	399
2024-09-08 05:25:00.617	SQLN	SLEEP_BPOOL_FLUSH	261	143
2024-09-08 05:25:00.617	SQLN	LATCH_SH	68	57
2024-09-08 05:25:00.617	SQLN	XE_TIMER_EVENT	299137	106
2024-09-08 05:25:00.617	SQLN	IO_COMPLETION	75802	72408
2024-09-08 05:25:00.617	SQLN	LOGBUFFER	16299	36
2024-09-08 05:25:00.617	SQLN	PAGEIOLATCH_SH	133607	17059
2024-09-08 05:25:00.617	SQLN	EXECSYNC	28	192
2024-09-08 05:25:00.617	SQLN	LOGMGR_QUEUE	598665	12399
2024-09-08 05:25:00.617	SQLN	CXPACKET	966978	815313
2024-09-08 05:25:00.617	SQLN	CXCONSUMER	343967	125718
2024-09-08 05:25:00.617	SQLN	PAGELATCH_EX	1	52
2024-09-08 05:25:00.617	SQLN	CXROWSET_SYNC	9	119
2024-09-08 05:25:00.617	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300008	1
2024-09-08 05:25:00.617	SQLN	SLEEP_TASK	161579	820802
2024-09-08 05:25:00.617	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300424	60
2024-09-08 05:25:00.617	SQLN	SESSION_WAIT_STATS_CHILDREN	519	1200
2024-09-08 05:25:00.617	SQLN	CMEMTHREAD	45	1434
2024-09-08 05:25:00.617	SQLN	BROKER_TO_FLUSH	149490	145
2024-09-08 05:25:00.617	SQLN	DIRTY_PAGE_POLL	299553	2732
2024-09-08 05:25:00.617	SQLN	LATCH_EX	33037	29315
2024-09-08 05:25:00.617	SQLN	PAGELATCH_UP	75	301
2024-09-08 05:25:00.617	SQLN	WRITELOG	2205	2723
2024-09-08 05:25:00.617	SQLN	LAZYWRITER_SLEEP	598186	2917
2024-09-08 05:25:00.617	SQLN	SOS_SCHEDULER_YIELD	11156	81308
2024-09-08 05:25:00.617	SQLN	PAGELATCH_SH	51	404
2024-09-08 05:25:00.617	SQLN	CHECKPOINT_QUEUE	296890	60
2024-09-08 05:25:00.617	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299563	588
2024-09-08 05:25:00.617	SQLN	ASYNC_NETWORK_IO	927	773
2024-09-08 05:25:00.617	SQLN	SOS_PHYS_PAGE_CACHE	13	16
2024-09-08 05:30:00.960	SQLN	LATCH_SH	94	111
2024-09-08 05:30:00.960	SQLN	XE_TIMER_EVENT	300056	108
2024-09-08 05:30:00.960	SQLN	IO_COMPLETION	253123	204465
2024-09-08 05:30:00.960	SQLN	PAGEIOLATCH_SH	63510	25935
2024-09-08 05:30:00.960	SQLN	EXECSYNC	16	143
2024-09-08 05:30:00.960	SQLN	LOGMGR_QUEUE	599989	14032
2024-09-08 05:30:00.960	SQLN	CXPACKET	1625910	484408
2024-09-08 05:30:00.960	SQLN	CXCONSUMER	393979	122020
2024-09-08 05:30:00.960	SQLN	CXROWSET_SYNC	4	81
2024-09-08 05:30:00.960	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300000	1
2024-09-08 05:30:00.960	SQLN	SLEEP_TASK	168361	730186
2024-09-08 05:30:00.960	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300292	60
2024-09-08 05:30:00.960	SQLN	SESSION_WAIT_STATS_CHILDREN	809	940
2024-09-08 05:30:00.960	SQLN	LCK_M_S	341	2
2024-09-08 05:30:00.960	SQLN	CMEMTHREAD	22	837
2024-09-08 05:30:00.960	SQLN	BROKER_TO_FLUSH	150610	146
2024-09-08 05:30:00.960	SQLN	DIRTY_PAGE_POLL	300419	2741
2024-09-08 05:30:00.960	SQLN	LATCH_EX	57102	48865
2024-09-08 05:30:00.960	SQLN	PAGELATCH_UP	99	487
2024-09-08 05:30:00.960	SQLN	WRITELOG	2525	3187
2024-09-08 05:30:00.960	SQLN	LAZYWRITER_SLEEP	600611	630
2024-09-08 05:30:00.960	SQLN	SOS_SCHEDULER_YIELD	5981	46800
2024-09-08 05:30:00.960	SQLN	PAGELATCH_SH	21	405
2024-09-08 05:30:00.960	SQLN	CHECKPOINT_QUEUE	300262	73
2024-09-08 05:30:00.960	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300291	589
2024-09-08 05:30:00.960	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300015	5
2024-09-08 05:30:00.960	SQLN	ASYNC_NETWORK_IO	427	548
2024-09-08 05:35:00.540	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	301031	75
2024-09-08 05:35:00.540	SQLN	SLEEP_BPOOL_FLUSH	223	165
2024-09-08 05:35:00.540	SQLN	LATCH_SH	157	195
2024-09-08 05:35:00.540	SQLN	XE_TIMER_EVENT	300012	108
2024-09-08 05:35:00.540	SQLN	IO_COMPLETION	15370	48712
2024-09-08 05:35:00.540	SQLN	PAGEIOLATCH_SH	42084	31721
2024-09-08 05:35:00.540	SQLN	EXECSYNC	42	243
2024-09-08 05:35:00.540	SQLN	LOGMGR_QUEUE	598351	15407
2024-09-08 05:35:00.540	SQLN	CXPACKET	919526	1098352
2024-09-08 05:35:00.540	SQLN	CXCONSUMER	324153	160272
2024-09-08 05:35:00.540	SQLN	PAGELATCH_EX	55	129
2024-09-08 05:35:00.540	SQLN	CXROWSET_SYNC	8	100
2024-09-08 05:35:00.540	SQLN	PAGEIOLATCH_UP	33	20
2024-09-08 05:35:00.540	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300004	1
2024-09-08 05:35:00.540	SQLN	SLEEP_TASK	171980	2319740
2024-09-08 05:35:00.540	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300321	60
2024-09-08 05:35:00.540	SQLN	SESSION_WAIT_STATS_CHILDREN	715	1796
2024-09-08 05:35:00.540	SQLN	LCK_M_X	5	1
2024-09-08 05:35:00.540	SQLN	CMEMTHREAD	47	1525
2024-09-08 05:35:00.540	SQLN	BROKER_TO_FLUSH	149462	145
2024-09-08 05:35:00.540	SQLN	DIRTY_PAGE_POLL	299566	2726
2024-09-08 05:35:00.540	SQLN	LATCH_EX	13089	11428
2024-09-08 05:35:00.540	SQLN	PAGELATCH_UP	94	209
2024-09-08 05:35:00.540	SQLN	WRITELOG	4174	5837
2024-09-08 05:35:00.540	SQLN	LAZYWRITER_SLEEP	596417	1350
2024-09-08 05:35:00.540	SQLN	SOS_SCHEDULER_YIELD	13333	86134
2024-09-08 05:35:00.540	SQLN	PAGELATCH_SH	8	387
2024-09-08 05:35:00.540	SQLN	CHECKPOINT_QUEUE	297167	63
2024-09-08 05:35:00.540	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299500	587
2024-09-08 05:35:00.540	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300029	5
2024-09-08 05:35:00.540	SQLN	ASYNC_NETWORK_IO	755	597
2024-09-08 05:35:00.540	SQLN	SOS_PHYS_PAGE_CACHE	9	7
2024-09-08 05:40:00.783	SQLN	XE_TIMER_EVENT	300043	109
2024-09-08 05:40:00.783	SQLN	IO_COMPLETION	38306	63863
2024-09-08 05:40:00.783	SQLN	PAGEIOLATCH_SH	110250	12529
2024-09-08 05:40:00.783	SQLN	EXECSYNC	18	127
2024-09-08 05:40:00.783	SQLN	LOGMGR_QUEUE	599812	13459
2024-09-08 05:40:00.783	SQLN	CXPACKET	1199616	1776109
2024-09-08 05:40:00.783	SQLN	CXCONSUMER	756288	183799
2024-09-08 05:40:00.783	SQLN	PAGELATCH_EX	31	92
2024-09-08 05:40:00.783	SQLN	CXROWSET_SYNC	9	108
2024-09-08 05:40:00.783	SQLN	PAGEIOLATCH_UP	52	4
2024-09-08 05:40:00.783	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300013	2
2024-09-08 05:40:00.783	SQLN	SLEEP_TASK	153656	216799
2024-09-08 05:40:00.783	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300313	60
2024-09-08 05:40:00.783	SQLN	SESSION_WAIT_STATS_CHILDREN	951	904
2024-09-08 05:40:00.783	SQLN	CMEMTHREAD	11	509
2024-09-08 05:40:00.783	SQLN	BROKER_TO_FLUSH	150463	145
2024-09-08 05:40:00.783	SQLN	DIRTY_PAGE_POLL	300147	2737
2024-09-08 05:40:00.783	SQLN	LATCH_EX	103834	56720
2024-09-08 05:40:00.783	SQLN	PAGELATCH_UP	33	148
2024-09-08 05:40:00.783	SQLN	WRITELOG	3980	3912
2024-09-08 05:40:00.783	SQLN	LAZYWRITER_SLEEP	599321	654
2024-09-08 05:40:00.783	SQLN	SOS_SCHEDULER_YIELD	22135	90077
2024-09-08 05:40:00.783	SQLN	PAGELATCH_SH	4	378
2024-09-08 05:40:00.783	SQLN	CHECKPOINT_QUEUE	300165	59
2024-09-08 05:40:00.783	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300360	589
2024-09-08 05:40:00.783	SQLN	ASYNC_NETWORK_IO	344	308
2024-09-08 05:45:00.343	SQLN	SLEEP_BPOOL_FLUSH	202	205
2024-09-08 05:45:00.343	SQLN	LATCH_SH	29	16
2024-09-08 05:45:00.343	SQLN	XE_TIMER_EVENT	300034	107
2024-09-08 05:45:00.343	SQLN	IO_COMPLETION	20205	42416
2024-09-08 05:45:00.343	SQLN	PAGEIOLATCH_SH	14804	8758
2024-09-08 05:45:00.343	SQLN	EXECSYNC	11	90
2024-09-08 05:45:00.343	SQLN	LOGMGR_QUEUE	598255	14641
2024-09-08 05:45:00.343	SQLN	CXPACKET	697366	1268316
2024-09-08 05:45:00.343	SQLN	CXCONSUMER	400725	82169
2024-09-08 05:45:00.343	SQLN	PAGELATCH_EX	1703	67
2024-09-08 05:45:00.343	SQLN	CXROWSET_SYNC	7	98
2024-09-08 05:45:00.343	SQLN	PAGEIOLATCH_UP	143	7
2024-09-08 05:45:00.343	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300002	1
2024-09-08 05:45:00.343	SQLN	SLEEP_TASK	154388	184587
2024-09-08 05:45:00.343	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300403	60
2024-09-08 05:45:00.343	SQLN	SESSION_WAIT_STATS_CHILDREN	459	592
2024-09-08 05:45:00.343	SQLN	LCK_M_X	13	3
2024-09-08 05:45:00.343	SQLN	CMEMTHREAD	13	309
2024-09-08 05:45:00.343	SQLN	BROKER_TO_FLUSH	149477	146
2024-09-08 05:45:00.343	SQLN	DIRTY_PAGE_POLL	299605	2738
2024-09-08 05:45:00.343	SQLN	LATCH_EX	27731	21688
2024-09-08 05:45:00.343	SQLN	PAGELATCH_UP	21	130
2024-09-08 05:45:00.343	SQLN	WRITELOG	8130	6513
2024-09-08 05:45:00.343	SQLN	LAZYWRITER_SLEEP	598429	912
2024-09-08 05:45:00.343	SQLN	SOS_SCHEDULER_YIELD	7424	49308
2024-09-08 05:45:00.343	SQLN	PAGELATCH_SH	5	381
2024-09-08 05:45:00.343	SQLN	CHECKPOINT_QUEUE	297945	37
2024-09-08 05:45:00.343	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	299539	586
2024-09-08 05:45:00.343	SQLN	QDS_PERSIST_TASK_MAIN_LOOP_SLEEP	300042	5
2024-09-08 05:45:00.343	SQLN	ASYNC_NETWORK_IO	516	163
2024-09-08 05:50:00.850	SQLN	SQLTRACE_INCREMENTAL_FLUSH_SLEEP	300824	75
2024-09-08 05:50:00.850	SQLN	FT_IFTS_SCHEDULER_IDLE_WAIT	300023	5
2024-09-08 05:50:00.850	SQLN	XE_TIMER_EVENT	300046	108
2024-09-08 05:50:00.850	SQLN	IO_COMPLETION	236	352
2024-09-08 05:50:00.850	SQLN	LOGMGR_QUEUE	600794	6996
2024-09-08 05:50:00.850	SQLN	CXPACKET	27383	3354
2024-09-08 05:50:00.850	SQLN	CXCONSUMER	7301	5124
2024-09-08 05:50:00.850	SQLN	CXROWSET_SYNC	4	66
2024-09-08 05:50:00.850	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	299999	1
2024-09-08 05:50:00.850	SQLN	SLEEP_TASK	151751	15945
2024-09-08 05:50:00.850	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	300375	60
2024-09-08 05:50:00.850	SQLN	SESSION_WAIT_STATS_CHILDREN	34	186
2024-09-08 05:50:00.850	SQLN	BROKER_TO_FLUSH	150571	145
2024-09-08 05:50:00.850	SQLN	PAGEIOLATCH_EX	12	8
2024-09-08 05:50:00.850	SQLN	DIRTY_PAGE_POLL	300471	2747
2024-09-08 05:50:00.850	SQLN	LATCH_EX	20	185
2024-09-08 05:50:00.850	SQLN	PAGELATCH_UP	21	68
2024-09-08 05:50:00.850	SQLN	WRITELOG	855	1191
2024-09-08 05:50:00.850	SQLN	LAZYWRITER_SLEEP	599577	618
2024-09-08 05:50:00.850	SQLN	SOS_SCHEDULER_YIELD	442	16124
2024-09-08 05:50:00.850	SQLN	PAGELATCH_SH	2	379
2024-09-08 05:50:00.850	SQLN	CHECKPOINT_QUEUE	300500	10
2024-09-08 05:50:00.850	SQLN	HADR_FILESTREAM_IOMGR_IOCOMPLETION	300375	587
2024-09-08 05:50:00.850	SQLN	ASYNC_NETWORK_IO	497	559
2024-09-08 05:55:00.173	SQLN	XE_TIMER_EVENT	297612	106
2024-09-08 05:55:00.173	SQLN	IO_COMPLETION	331	557
2024-09-08 05:55:00.173	SQLN	EXECSYNC	3	27
2024-09-08 05:55:00.173	SQLN	LOGMGR_QUEUE	598390	6986
2024-09-08 05:55:00.173	SQLN	CXPACKET	40788	4882
2024-09-08 05:55:00.173	SQLN	CXCONSUMER	11059	7272
2024-09-08 05:55:00.173	SQLN	CXROWSET_SYNC	6	96
2024-09-08 05:55:00.173	SQLN	SP_SERVER_DIAGNOSTICS_SLEEP	300011	1
2024-09-08 05:55:00.173	SQLN	SLEEP_TASK	152379	16317
2024-09-08 05:55:00.173	SQLN	REQUEST_FOR_DEADLOCK_SEARCH	295473	59
2024-09-08 05:55:00.173	SQLN	SESSION_WAIT_STATS_CHILDREN	58	189
2024-09-08 05:55:00.173	SQLN	BROKER_TO_FLUSH	149545	145
2024-09-08 05:55:00.173	SQLN	DIRTY_PAGE_POLL	299256	2736
